Constituent Number,Title,First Name,Last or Org Name,Pet Type,Pet Name,Address Line 1,Address Line 2,City,State,Postal Code,Spouse Constituent Number,Spouse First Name,Spouse Title,Email Address
,Mrs.,Bea,Hanson,,,,,Mesick,MI,49668,,,,
,Mrs.,Beatrice,Weber,,,,,South Richmond Hill,NY,11419,,,,
,Mrs.,Beatrix,Garrett,,,,,Brookline Village,MA,2447,,,,
,Mrs.,Becca,Sims,,,,,Roark,KY,40979,,,,
,Mrs.,Beccy,Burton,,,,,Port Reading,NJ,7064,,,,
,Mrs.,Becky,Fuller,,,,,Malmstrom A F B,MT,59402,,,,
,Mrs.,Belinda,Soto,,,,,Barco,NC,27917,,,,
,Mrs.,Bella,Mccoy,,,,,Hilton,NY,14468,,,,
,Mrs.,Bellatrix,Welch,,,,,Benton,PA,17814,,,,
,Mrs.,Belle,Chen,,,,,Harrods Creek,KY,40027,,,,
,Mrs.,Benita,Schultz,,,,,North Easton,MA,2356,,,,
,Mrs.,Berenice,Walters,,,,,Tateville,KY,42558,,,,
,Mrs.,Bernadette,Reid,,,,,Clarks Grove,MN,56016,,,,
,Mrs.,Bernice,Fields,,,,,Bombay,NY,12914,,,,
,Mrs.,Bertha,Walsh,,,,,Voltaire,ND,58792,,,,
,Mrs.,Beryl,Little,,,,,Glen Oaks,NY,11004,,,,
,Mrs.,Bess,Fowler,,,,,Corinne,WV,25826,,,,
,Mrs.,Bessie,Bowman,,,,,Cedar Mountain,NC,28718,,,,
,Mrs.,Beth,Davidson,,,,,Amenia,NY,12501,,,,
,Mrs.,Bethan,May,,,,,Watson,AL,35181,,,,
,Mrs.,Bethanie,Day,,,,,Norwood Young America,MN,55368,,,,
,Mrs.,Bethany,Schneider,,,,,Crystal Beach,FL,34681,,,,
,Mrs.,Betsy,Newman,,,,,Flowery Branch,GA,30542,,,,
,Mrs.,Bettina,Brewer,,,,,Easley,SC,29640,,,,
,Mrs.,Betty,Lucas,,,,,Zarephath,NJ,8890,,,,
,Mrs.,Bev,Holland,,,,,Essex,MA,1929,,,,
,Mrs.,Beverly,Wong,,,,,Trappe,MD,21673,,,,
,Mrs.,Beyonce,Banks,,,,,Seaside Park,NJ,8752,,,,
,Mrs.,Bianca,Santos,,,,,Oolitic,IN,47451,,,,
,Mrs.,Billie,Curtis,,,,,Kempton,PA,19529,,,,
,Mrs.,Blair,Pearson,,,,,Zion Grove,PA,17985,,,,
,Mrs.,Blaire,Delgado,,,,,Rosedale,NY,11422,,,,
,Mrs.,Blake,Valdez,,,,,Eckhart Mines,MD,21528,,,,
,Mrs.,Blakely,Pena,,,,,Grand Forks,ND,58201,,,,
,Mrs.,Blanche,Rios,,,,,Adelphia,NJ,7710,,,,
,Mrs.,Blaze,Douglas,,,,,Porterdale,GA,30070,,,,
,Mrs.,Blessing,Sandoval,,,,,Wendell,MA,1379,,,,
,Mrs.,Bliss,Barrett,,,,,Brooklandville,MD,21022,,,,
,Mrs.,Bloom,Hopkins,,,,,Evansville,IN,47701,,,,
,Mrs.,Blossom,Keller,,,,,Roseglen,ND,58775,,,,
,Mrs.,Blythe,Guerrero,,,,,Artesian,SD,57314,,,,
,Mrs.,Bobbi,Stanley,,,,,New Harbor,ME,4554,,,,
,Mrs.,Bobbie,Bates,,,,,Penryn,PA,17564,,,,
,Mrs.,Bobby,Alvarado,,,,,Orange Springs,FL,32182,,,,
,Mrs.,Bonita,Beck,,,,,Tribes Hill,NY,12177,,,,
,Mrs.,Bonnie,Ortega,,,,,Apple Creek,OH,44606,,,,
,Mrs.,Bonquesha,Wade,,,,,Bagley,IA,50026,,,,
,Mrs.,Braelyn,Estrada,,,,,Prentice,WI,54556,,,,
,Mrs.,Brandi,Contreras,,,,,Ellisville,MS,39437,,,,
,Mrs.,Brandy,Barnett,,,,,Sanbornville,NH,3872,,,,
,Mrs.,Braylee,Caldwell,,,,,North Berwick,ME,3906,,,,
,Mrs.,Brea,Santiago,,,,,Jenera,OH,45841,,,,
,Mrs.,Breanna,Lambert,,,,,Mc Gaheysville,VA,22840,,,,
,Mrs.,Bree,Powers,,,,,Weirsdale,FL,32195,,,,
,Mrs.,Breeze,Chambers,,,,,Burnsville,WV,26335,,,,
,Mrs.,Brenda,Nunez,,,,,Doland,SD,57436,,,,
,Mrs.,Brenna,Craig,,,,,North English,IA,52316,,,,
,Mrs.,Bria,Leonard,,,,,Mount Eaton,OH,44659,,,,
,Mrs.,Briana,Lowe,,,,,Tiplersville,MS,38674,,,,
,Mrs.,Brianna,Rhodes,,,,,Upper Sandusky,OH,43351,,,,
,Mrs.,Brianne,Byrd,,,,,Summerland Key,FL,33042,,,,
,Mrs.,Briar,Gregory,,,,,Center Conway,NH,3813,,,,
,Mrs.,Bridget,Shelton,,,,,Bloomington Springs,TN,38545,,,,
,Mrs.,Bridgette,Frazier,,,,,Selinsgrove,PA,17870,,,,
,Mrs.,Bridie,Becker,,,,,Tornado,WV,25202,,,,
,Mrs.,Brie,Maldonado,,,,,Claysville,PA,15323,,,,
,Mrs.,Briella,Fleming,,,,,Rosario,PR,636,,,,
,Mrs.,Brielle,Vega,,,,,Cadyville,NY,12918,,,,
,Mrs.,Brigid,Sutton,,,,,Kimberton,PA,19442,,,,
,Mrs.,Briley,Cohen,,,,,Whitewater,WI,53190,,,,
,Mrs.,Brinley,Jennings,,,,,Mountain Iron,MN,55768,,,,
,Mrs.,Briony,Parks,,,,,International Falls,MN,56649,,,,
,Mrs.,Brisa,Mcdaniel,,,,,Shamokin Dam,PA,17876,,,,
,Mrs.,Bristol,Watts,,,,,Owatonna,MN,55060,,,,
,Mrs.,Britney,Barker,,,,,Bel Alton,MD,20611,,,,
,Mrs.,Britt,Norris,,,,,Malverne,NY,11565,,,,
,Mrs.,Brittany,Vaughn,,,,,Rhodell,WV,25915,,,,
,Mrs.,Brittney,Vazquez,,,,,Milo,ME,4463,,,,
,Mrs.,Brodie,Holt,,,,,Lake Lillian,MN,56253,,,,
,Mrs.,Brogan,Schwartz,,,,,Jackson Heights,NY,11372,,,,
,Mrs.,Bronagh,Steele,,,,,Kearneysville,WV,25430,,,,
,Mrs.,Bronte,Benson,,,,,South New Berlin,NY,13843,,,,
,Mrs.,Bronwen,Neal,,,,,Elsie,MI,48831,,,,
,Mrs.,Bronwyn,Dominguez,,,,,Kadoka,SD,57543,,,,
,Mrs.,Brook,Horton,,,,,Larslan,MT,59244,,,,
,Mrs.,Brooke,Terry,,,,,Hopkinton,MA,1748,,,,
,Mrs.,Brooklyn,Wolfe,,,,,Lacoochee,FL,33537,,,,
,Mrs.,Brooklynn,Hale,,,,,Kauneonga Lake,NY,12749,,,,
,Mrs.,Bryanna,Lyons,,,,,Burlington Flats,NY,13315,,,,
,Mrs.,Brylee,Graves,,,,,Lignum,VA,22726,,,,
,Mrs.,Bryleigh,Haynes,,,,,Manor,PA,15665,,,,
,Mrs.,Bryn,Miles,,,,,Greenock,PA,15047,,,,
,Mrs.,Brynlee,Park,,,,,Mc Dowell,VA,24458,,,,
,Mrs.,Brynn,Warner,,,,,Ada,OH,45810,,,,
,Mrs.,Bryony,Padilla,,,,,Wanakena,NY,13695,,,,
,Mrs.,Bunty,Bush,,,,,Peshtigo,WI,54157,,,,
,Mrs.,Cadence,Thornton,,,,,Vine Grove,KY,40175,,,,
,Mrs.,Cailin,Mccarthy,,,,,Sims,NC,27880,,,,
,Mrs.,Caitlan,Mann,,,,,Donnelsville,OH,45319,,,,
,Mrs.,Caitlin,Zimmerman,,,,,Turtlepoint,PA,16750,,,,
,Mrs.,Caitlyn,Erickson,,,,,Essexville,MI,48732,,,,
,Mrs.,Caleigh,Fletcher,,,,,Catasauqua,PA,18032,,,,
,Mrs.,Cali,Mckinney,,,,,Sherburne,NY,13460,,,,
,Mrs.,Calista,Page,,,,,Basye,VA,22810,,,,
,Mrs.,Callie,Dawson,,,,,Neopit,WI,54150,,,,
,Mrs.,Calliope,Joseph,,,,,Cullowhee,NC,28723,,,,
,Mrs.,Callista,Marquez,,,,,Walnut Bottom,PA,17266,,,,
,Mrs.,Calypso,Reeves,,,,,Orestes,IN,46063,,,,
,Mrs.,Cambria,Klein,,,,,Guilford,ME,4443,,,,
,Mrs.,Cameron,Espinoza,,,,,Dayhoit,KY,40824,,,,
,Mrs.,Cami,Baldwin,,,,,Rolling Prairie,IN,46371,,,,
,Mrs.,Camila,Moran,,,,,Dansville,NY,14437,,,,
,Mrs.,Camilla,Love,,,,,Goldens Bridge,NY,10526,,,,
,Mrs.,Camille,Robbins,,,,,Lewiston Woodville,NC,27849,,,,
,Mrs.,Campbell,Higgins,,,,,Lakemont,NY,14857,,,,
,Mrs.,Camry,Ball,,,,,Lacota,MI,49063,,,,
,Mrs.,Camryn,Cortez,,,,,Howes Cave,NY,12092,,,,
,Mrs.,Candace,Le,,,,,Clarendon,NY,14429,,,,
,Mrs.,Candice,Griffith,,,,,Cincinnati,OH,45201,,,,
,Mrs.,Candis,Bowen,,,,,Immaculata,PA,19345,,,,
,Mrs.,Candy,Sharp,,,,,East Palestine,OH,44413,,,,
,Mrs.,Caoimhe,Cummings,,,,,Grahamsville,NY,12740,,,,
,Mrs.,Caprice,Ramsey,,,,,Stephen,MN,56757,,,,
,Mrs.,Cara,Hardy,,,,,West End,NC,27376,,,,
,Mrs.,Carenza,Swanson,,,,,Waldo,FL,32694,,,,
,Mrs.,Carina,Barber,,,,,Harrodsburg,KY,40330,,,,
,Mrs.,Caris,Acosta,,,,,Roseville,OH,43777,,,,
,Mrs.,Carissa,Luna,,,,,Interlochen,MI,49643,,,,
,Mrs.,Carla,Chandler,,,,,Wyndmere,ND,58081,,,,
,Mrs.,Carlene,Blair,,,,,Clintonville,PA,16372,,,,
,Mrs.,Carley,Daniel,,,,,Moravian Falls,NC,28654,,,,
,Mrs.,Carlie,Cross,,,,,Gansevoort,NY,12831,,,,
,Mrs.,Carlotta,Simon,,,,,Dellwood,WI,53927,,,,
,Mrs.,Carly,Dennis,,,,,Zoe,KY,41397,,,,
,Mrs.,Carlyn,Oconnor,,,,,Goodhue,MN,55027,,,,
,Mrs.,Carlynn,Quinn,,,,,Frazeysburg,OH,43822,,,,
,Mrs.,Carmel,Gross,,,,,Farmer,OH,43520,,,,
,Mrs.,Carmela,Navarro,,,,,Hinkle,KY,40953,,,,
,Mrs.,Carmen,Moss,,,,,Bart,PA,17503,,,,
,Mrs.,Carol,Fitzgerald,,,,,Fitzpatrick,AL,36029,,,,
,Mrs.,Carole,Doyle,,,,,Lake Park,GA,31636,,,,
,Mrs.,Carolina,Mclaughlin,,,,,Pennock,MN,56279,,,,
,Mrs.,Caroline,Rojas,,,,,Shandaken,NY,12480,,,,
,Mrs.,Carolyn,Rodgers,,,,,Frackville,PA,17931,,,,
,Mrs.,Carrie,Stevenson,,,,,Danby,VT,5739,,,,
,Mrs.,Carter,Singh,,,,,Pandora,OH,45877,,,,
,Mrs.,Carys,Yang,,,,,Chocorua,NH,3817,,,,
,Mrs.,Casey,Figueroa,,,,,Toivola,MI,49965,,,,
,Mrs.,Cassandra,Harmon,,,,,Talmoon,MN,56637,,,,
,Mrs.,Cassia,Newton,,,,,Chocowinity,NC,27817,,,,
,Mrs.,Cassidy,Paul,,,,,Romney,WV,26757,,,,
,Mrs.,Cassie,Manning,,,,,Charlotte Hall,MD,20622,,,,
,Mrs.,Cassiopeia,Garner,,,,,Elrama,PA,15038,,,,
,Mrs.,Cat,Mcgee,,,,,Garfield,NJ,7026,,,,
,Mrs.,Catalina,Reese,,,,,Tewksbury,MA,1876,,,,
,Mrs.,Catarina,Francis,,,,,Friendly,WV,26146,,,,
,Mrs.,Cate,Burgess,,,,,Lutsen,MN,55612,,,,
,Mrs.,Caterina,Adkins,,,,,Ettrick,WI,54627,,,,
,Mrs.,Cathalina,Goodman,,,,,Henderson Harbor,NY,13651,,,,
,Mrs.,Catherine,Curry,,,,,West Bend,IA,50597,,,,
,Mrs.,Cathleen,Brady,,,,,Ireland,WV,26376,,,,
,Mrs.,Cathryn,Christensen,,,,,Woodbury Heights,NJ,8097,,,,
,Mrs.,Cathy,Potter,,,,,North Walpole,NH,3609,,,,
,Mrs.,Catlin,Walton,,,,,Micro,NC,27555,,,,
,Mrs.,Catrina,Goodwin,,,,,Painesville,OH,44077,,,,
,Mrs.,Catriona,Mullins,,,,,Maynard,MA,1754,,,,
,Mrs.,Cayla,Molina,,,,,Fitzwilliam,NH,3447,,,,
,Mrs.,Ceanna,Webster,,,,,Polk,PA,16342,,,,
,Mrs.,Cece,Fischer,,,,,Onset,MA,2558,,,,
,Mrs.,Cecelia,Campos,,,,,Richburg,NY,14774,,,,
,Mrs.,Cecilia,Avila,,,,,Lewes,DE,19958,,,,
,Mrs.,Cecily,Sherman,,,,,Lynd,MN,56157,,,,
,Mrs.,Celeste,Todd,,,,,West Falls,NY,14170,,,,
,Mrs.,Celestia,Chang,,,,,Felton,PA,17322,,,,
,Mrs.,Celestine,Blake,,,,,West Springfield,MA,1089,,,,
,Mrs.,Celia,Malone,,,,,Parchman,MS,38738,,,,
,Mrs.,Celina,Wolf,,,,,Valley Springs,SD,57068,,,,
,Mrs.,Celine,Hodges,,,,,Emeigh,PA,15738,,,,
,Mrs.,Celise,Juarez,,,,,North Branford,CT,6471,,,,
,Mrs.,Ceri,Gill,,,,,Amissville,VA,20106,,,,
,Mrs.,Cerise,Farmer,,,,,Delanson,NY,12053,,,,
,Mrs.,Cerys,Hines,,,,,Penn Run,PA,15765,,,,
,Mrs.,Chanel,Gallagher,,,,,Geigertown,PA,19523,,,,
,Mrs.,Chanelle,Duran,,,,,Myrtlewood,AL,36763,,,,
,Mrs.,Chantal,Hubbard,,,,,North Java,NY,14113,,,,
,Mrs.,Chantelle,Cannon,,,,,Adams Basin,NY,14410,,,,
,Mrs.,Charis,Miranda,,,,,Wampsville,NY,13163,,,,
,Mrs.,Charissa,Wang,,,,,Prospect Park,PA,19076,,,,
,Mrs.,Charity,Saunders,,,,,Raquette Lake,NY,13436,,,,
,Mrs.,Charla,Tate,,,,,Florala,AL,36442,,,,
,Mrs.,Charlene,Mack,,,,,Chittenden,VT,5737,,,,
,Mrs.,Charlette,Hammond,,,,,Bozeman,MT,59715,,,,
,Mrs.,Charley,Carrillo,,,,,Basye,VA,22810,,,,
,Mrs.,Charlie,Townsend,,,,,Glencross,SD,57630,,,,
,Mrs.,Charlize,Wise,,,,,Lees Creek,OH,45138,,,,
,Mrs.,Charlotte,Ingram,,,,,Sod,WV,25564,,,,
,Mrs.,Charmaine,Barton,,,,,Witmer,PA,17585,,,,
,Mrs.,Chastity,Mejia,,,,,Shorewood,IL,60404,,,,
,Mrs.,Chelsea,Ayala,,,,,Chesapeake Beach,MD,20732,,,,
,Mrs.,Chelsey,Schroeder,,,,,Orr,MN,55771,,,,
,Mrs.,Chenai,Hampton,,,,,Saint Bernice,IN,47875,,,,
,Mrs.,Chenille,Rowe,,,,,Perronville,MI,49873,,,,
,Mrs.,Cher,Parsons,,,,,Pocomoke City,MD,21851,,,,
,Mrs.,Cheri,Frank,,,,,Clarksdale,MS,38614,,,,
,Mrs.,Cherie,Waters,,,,,Round O,SC,29474,,,,
,Mrs.,Cherry,Strickland,,,,,Beulaville,NC,28518,,,,
,Mrs.,Cheryl,Osborne,,,,,Kanawha Head,WV,26228,,,,
,Mrs.,Cheyanne,Maxwell,,,,,Gonvick,MN,56644,,,,
,Mrs.,Cheyenne,Chan,,,,,Palatine Bridge,NY,13428,,,,
,Mrs.,Chiara,Deleon,,,,,South Fallsburg,NY,12779,,,,
,Mrs.,Chloe,Norman,,,,,Ridgeley,WV,26753,,,,
,Mrs.,Chole,Harrington,,,,,Weymouth,MA,2188,,,,
,Mrs.,Chris,Casey,,,,,Koppel,PA,16136,,,,
,Mrs.,Chrissy,Patton,,,,,Metamora,OH,43540,,,,
,Mrs.,Christa,Logan,,,,,Hunt,NY,14846,,,,
,Mrs.,Christabel,Bowers,,,,,Livonia Center,NY,14488,,,,
,Mrs.,Christal,Mueller,,,,,Saginaw,AL,35137,,,,
,Mrs.,Christen,Glover,,,,,Buckhead,GA,30625,,,,
,Mrs.,Christi,Floyd,,,,,Allen Park,MI,48101,,,,
,Mrs.,Christiana,Hartman,,,,,Old Chatham,NY,12136,,,,
,Mrs.,Christiane,Buchanan,,,,,Buckeystown,MD,21717,,,,
,Mrs.,Christie,Cobb,,,,,Cantonment,FL,32533,,,,
,Mrs.,Christina,French,,,,,Thompson,CT,6277,,,,
,Mrs.,Christine,Kramer,,,,,Amherstdale,WV,25607,,,,
,Mrs.,Christy,Mccormick,,,,,Trinity,NC,27370,,,,
,Mrs.,Chrysanthemum,Clarke,,,,,Hesperia,MI,49421,,,,
,Mrs.,Chrystal,Tyler,,,,,Shushan,NY,12873,,,,
,Mrs.,Chyanne,Gibbs,,,,,Vesta,VA,24177,,,,
,Mrs.,Ciara,Moody,,,,,New Hyde Park,NY,11040,,,,
,Mrs.,Cici,Conner,,,,,Dalbo,MN,55017,,,,
,Mrs.,Ciel,Sparks,,,,,Mavisdale,VA,24627,,,,
,Mrs.,Cierra,Mcguire,,,,,Friars Point,MS,38631,,,,
,Mrs.,Cindy,Leon,,,,,Alpharetta,GA,30004,,,,
,Mrs.,Clair,Bauer,,,,,Pond Gap,WV,25160,,,,
,Mrs.,Claire,Norton,,,,,Scottsburg,NY,14545,,,,
,Mrs.,Clara,Pope,,,,,Rena Lara,MS,38767,,,,
,Mrs.,Clarabelle,Flynn,,,,,Lockridge,IA,52635,,,,
,Mrs.,Clare,Hogan,,,,,Okahumpka,FL,34762,,,,
,Mrs.,Clarice,Robles,,,,,Winner,SD,57580,,,,
,Mrs.,Claris,Salinas,,,,,Stonewall,NC,28583,,,,
,Mrs.,Clarissa,Yates,,,,,Cooper,IA,50059,,,,
,Mrs.,Clarisse,Lindsey,,,,,Calverton,NY,11933,,,,
,Mrs.,Clarity,Lloyd,,,,,Rio Blanco,PR,744,,,,
,Mrs.,Clary,Marsh,,,,,Bryantville,MA,2327,,,,
,Mrs.,Claudette,Mcbride,,,,,Dracut,MA,1826,,,,
,Mrs.,Claudia,Owen,,,,,Rockbridge,OH,43149,,,,
,Mrs.,Claudine,Solis,,,,,Curllsville,PA,16221,,,,
,Mrs.,Clea,Pham,,,,,Sauk Rapids,MN,56379,,,,
,Mrs.,Clemence,Lang,,,,,Glendive,MT,59330,,,,
,Mrs.,Clementine,Pratt,,,,,Coal Mountain,WV,24823,,,,
,Mrs.,Cleo,Lara,,,,,Livermore,ME,4253,,,,
,Mrs.,Cleopatra,Brock,,,,,Larchwood,IA,51241,,,,
,Mrs.,Clodagh,Ballard,,,,,Ethel,WV,25076,,,,
,Mrs.,Cloe,Trujillo,,,,,Trail,MN,56684,,,,
,Mrs.,Clotilde,Shaffer,,,,,Bighorn,MT,59010,,,,
,Mrs.,Clover,Drake,,,,,High Shoals,NC,28077,,,,
,Mrs.,Coco,Roman,,,,,Vandemere,NC,28587,,,,
,Mrs.,Coleen,Aguirre,,,,,Roann,IN,46974,,,,
,Mrs.,Colette,Morton,,,,,New Richmond,WV,24867,,,,
,Mrs.,Colleen,Stokes,,,,,Sextons Creek,KY,40983,,,,
,Mrs.,Connie,Lamb,,,,,Iuka,MS,38852,,,,
,Mrs.,Constance,Pacheco,,,,,Pine Mountain,GA,31822,,,,
,Mrs.,Cora,Patrick,,,,,Salvo,NC,27972,,,,
,Mrs.,Coral,Cochran,,,,,Kaylor,SD,57354,,,,
,Mrs.,Coralie,Shepherd,,,,,Coulters,PA,15028,,,,
,Mrs.,Coraline,Cain,,,,,Dema,KY,41859,,,,
,Mrs.,Cordelia,Burnett,,,,,Lanoka Harbor,NJ,8734,,,,
,Mrs.,Cori,Hess,,,,,Chester Springs,PA,19425,,,,
,Mrs.,Corina,Li,,,,,North River,NY,12856,,,,
,Mrs.,Corinne,Cervantes,,,,,Graniteville,VT,5654,,,,
,Mrs.,Cornelia,Olsen,,,,,Big Indian,NY,12410,,,,
,Mrs.,Corra,Briggs,,,,,Central Valley,NY,10917,,,,
,Mrs.,Cosette,Ochoa,,,,,Montverde,FL,34756,,,,
,Mrs.,Courtney,Cabrera,,,,,Acme,PA,15610,,,,
,Mrs.,Cressida,Velasquez,,,,,Cashton,WI,54619,,,,
,Mrs.,Cristal,Montoya,,,,,Benzonia,MI,49616,,,,
,Mrs.,Cristina,Roth,,,,,Hokah,MN,55941,,,,
,Mrs.,Crystal,Meyers,,,,,Makoti,ND,58756,,,,
,Mrs.,Cyndi,Cardenas,,,,,Tama,IA,52339,,,,
,Mrs.,Cynthia,Fuentes,,,,,Plattekill,NY,12568,,,,
,Mrs.,Dacia,Weiss,,,,,Meadowlands,MN,55765,,,,
,Mrs.,Dagmar,Hoover,,,,,Oak Creek,WI,53154,,,,
,Mrs.,Dahlia,Wilkins,,,,,Rocky Ridge,MD,21778,,,,
,Mrs.,Daina,Nicholson,,,,,Port Norris,NJ,8349,,,,
,Mrs.,Daisy,Underwood,,,,,Mooreland,IN,47360,,,,
,Mrs.,Dakota,Short,,,,,Evinston,FL,32633,,,,
,Mrs.,Damaris,Carson,,,,,Sinclair,ME,4779,,,,
,Mrs.,Dana,Morrow,,,,,Islesford,ME,4646,,,,
,Mrs.,Danette,Colon,,,,,Grundy Center,IA,50638,,,,
,Mrs.,Dani,Holloway,,,,,Donnybrook,ND,58734,,,,
,Mrs.,Danica,Summers,,,,,Mylo,ND,58353,,,,
,Mrs.,Daniela,Bryan,,,,,Berea,WV,26327,,,,
,Mrs.,Daniella,Petersen,,,,,Ceiba,PR,735,,,,
,Mrs.,Danielle,Mckenzie,,,,,Alamance,NC,27201,,,,
,Mrs.,Danika,Serrano,,,,,Westbrook,ME,4092,,,,
,Mrs.,Daphne,Wilcox,,,,,Woodbury,VT,5681,,,,
,Mrs.,Dara,Carey,,,,,Ono,PA,17077,,,,
,Mrs.,Darby,Clayton,,,,,Oriental,NC,28571,,,,
,Mrs.,Darcey,Poole,,,,,Vergas,MN,56587,,,,
,Mrs.,Darcie,Calderon,,,,,Ho Ho Kus,NJ,7423,,,,
,Mrs.,Darcy,Gallegos,,,,,Hiddenite,NC,28636,,,,
,Mrs.,Daria,Greer,,,,,New Hampton,NH,3256,,,,
,Mrs.,Darla,Rivas,,,,,University Center,MI,48710,,,,
,Mrs.,Darlene,Guerra,,,,,Portal,GA,30450,,,,
,Mrs.,Dasia,Decker,,,,,West Yellowstone,MT,59758,,,,
,Mrs.,Davida,Collier,,,,,Larchwood,IA,51241,,,,
,Mrs.,Davina,Wall,,,,,Pacific Junction,IA,51561,,,,
,Mrs.,Dawn,Whitaker,,,,,Argyle,NY,12809,,,,
,Mrs.,Dayle,Bass,,,,,Castleton,VT,5735,,,,
,Mrs.,Dayna,Flowers,,,,,Mc Intire,IA,50455,,,,
,Mrs.,Daysha,Davenport,,,,,Kents Store,VA,23084,,,,
,Mrs.,Deana,Conley,,,,,Mapleton,ME,4757,,,,
,Mrs.,Deandra,Houston,,,,,Emily,MN,56447,,,,
,Mrs.,Deann,Huff,,,,,Lacona,NY,13083,,,,
,Mrs.,Deanna,Copeland,,,,,Loxahatchee,FL,33470,,,,
,Mrs.,Deanne,Hood,,,,,Wellington,FL,33414,,,,
,Mrs.,Deb,Monroe,,,,,West Concord,MN,55985,,,,
,Mrs.,Debbie,Massey,,,,,Sand Creek,MI,49279,,,,
,Mrs.,Debby,Roberson,,,,,Madison Lake,MN,56063,,,,
,Mrs.,Debora,Combs,,,,,Springbrook,IA,52075,,,,
,Mrs.,Deborah,Franco,,,,,Hope Mills,NC,28348,,,,
,Mrs.,Debra,Larsen,,,,,Smoketown,PA,17576,,,,
,Mrs.,Dede,Pittman,,,,,Walford,IA,52351,,,,
,Mrs.,Dee,Randall,,,,,Edgarton,WV,25672,,,,
,Mrs.,Deedee,Skinner,,,,,West Boylston,MA,1583,,,,
,Mrs.,Deena,Wilkinson,,,,,South Bend,IN,46601,,,,
,Mrs.,Deidre,Kirby,,,,,Viborg,SD,57070,,,,
,Mrs.,Deirdre,Cameron,,,,,Merrittstown,PA,15463,,,,
,Mrs.,Deja,Bridges,,,,,Munich,ND,58352,,,,
,Mrs.,Delana,Anthony,,,,,Yuma,TN,38390,,,,
,Mrs.,Delaney,Richard,,,,,Meservey,IA,50457,,,,
,Mrs.,Delanie,Kirk,,,,,Prudence Island,RI,2872,,,,
,Mrs.,Delany,Bruce,,,,,Alcoa,TN,37701,,,,
,Mrs.,Delia,Singleton,,,,,Luther,MI,49656,,,,
,Mrs.,Delilah,Mathis,,,,,Kasson,MN,55944,,,,
,Mrs.,Delina,Bradford,,,,,Paupack,PA,18451,,,,
,Mrs.,Della,Boone,,,,,Ceredo,WV,25507,,,,
,Mrs.,Delores,Abbott,,,,,Kitts Hill,OH,45645,,,,
,Mrs.,Delphine,Charles,,,,,Rose Hill,VA,24281,,,,
,Mrs.,Demetria,Allison,,,,,Genesee,PA,16923,,,,
,Mrs.,Demi,Sweeney,,,,,Lake Peekskill,NY,10537,,,,
,Mrs.,Dena,Atkinson,,,,,Fort Pierce,FL,34945,,,,
,Mrs.,Denice,Horn,,,,,Woodstock Valley,CT,6282,,,,
,Mrs.,Denise,Jefferson,,,,,High Point,NC,27260,,,,
,Mrs.,Denny,Rosales,,,,,Maple Hill,NC,28454,,,,
,Mrs.,Derica,York,,,,,Hasbrouck Heights,NJ,7604,,,,
,Mrs.,Desiree,Christian,,,,,Thurmont,MD,21788,,,,
,Mrs.,Dessa,Phelps,,,,,Grace,MS,38745,,,,
,Mrs.,Destinee,Farrell,,,,,Rockville Center,NY,11592,,,,
,Mrs.,Destiny,Castaneda,,,,,Skelton,WV,25919,,,,
,Mrs.,Diamond,Nash,,,,,Claysville,PA,15323,,,,
,Mrs.,Diana,Dickerson,,,,,Red Oak,VA,23964,,,,
,Mrs.,Diane,Bond,,,,,Ross,OH,45061,,,,
,Mrs.,Dianna,Wyatt,,,,,Woolwine,VA,24185,,,,
,Mrs.,Dianne,Foley,,,,,Eland,WI,54427,,,,
,Mrs.,Didi,Chase,,,,,Spring Lake,NJ,7762,,,,
,Mrs.,Dido,Gates,,,,,Chauncey,WV,25612,,,,
,Mrs.,Dilys,Vincent,,,,,Lowes,KY,42061,,,,
,Mrs.,Dina,Mathews,,,,,Tyngsboro,MA,1879,,,,
,Mrs.,Dinah,Hodge,,,,,Whipple,OH,45788,,,,
,Mrs.,Dionne,Garrison,,,,,Gates,NC,27937,,,,
,Mrs.,Dior,Trevino,,,,,Rew,PA,16744,,,,
,Mrs.,Dixie,Villarreal,,,,,Ragland,WV,25690,,,,
,Mrs.,Dolly,Heath,,,,,Chippewa Bay,NY,13623,,,,
,Mrs.,Dolores,Dalton,,,,,Williamsburg,MA,1096,,,,
,Mrs.,Dominique,Valencia,,,,,Stewartstown,PA,17363,,,,
,Mrs.,Donna,Callahan,,,,,Mechanicstown,OH,44651,,,,
,Mrs.,Dora,Hensley,,,,,Slatedale,PA,18079,,,,
,Mrs.,Doreen,Atkins,,,,,Dows,IA,50071,,,,
,Mrs.,Doriana,Huffman,,,,,Baden,PA,15005,,,,
,Mrs.,Doris,Roy,,,,,Granite Falls,NC,28630,,,,
,Mrs.,Dorla,Boyer,,,,,Buckhannon,WV,26201,,,,
,Mrs.,Dorothy,Shields,,,,,Grassy Creek,NC,28631,,,,
,Mrs.,Dot,Lin,,,,,Davison,MI,48423,,,,
,Mrs.,Dottie,Hancock,,,,,Swannanoa,NC,28778,,,,
,Mrs.,Drew,Grimes,,,,,Manor,PA,15665,,,,
,Mrs.,Dulce,Glenn,,,,,Grenville,SD,57239,,,,
,Mrs.,Dusty,Cline,,,,,Clare,MI,48617,,,,
